method,display_name,path,true_class,pred_class,confidence
efficientnet_b4,EfficientNet-B4,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\20260430_111630_fully_ripe_0003.jpg,fully_ripe,pink_turns_purple,0.94189453125
efficientnet_b4,EfficientNet-B4,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_111630_over_ripe_0001.jpg,over_ripe,fully_ripe,0.9404296875
efficientnet_b4,EfficientNet-B4,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113251_over_ripe_0004.jpg,over_ripe,fully_ripe,0.93994140625
efficientnet_b4,EfficientNet-B4,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\00140_20260212_161655_f00001835_t000061.173s_fully_ripe_0019.jpg,fully_ripe,pink_turns_purple,0.939453125
efficientnet_b4,EfficientNet-B4,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113229_over_ripe_0008.jpg,over_ripe,fully_ripe,0.93896484375
vit_base_patch16_224,ViT-Base/16,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\00257_20260212_161655_f00003374_t000112.478s_fully_ripe_0023.jpg,fully_ripe,green_immature,0.9736328125
vit_base_patch16_224,ViT-Base/16,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\20260430_111630_fully_ripe_0018.jpg,fully_ripe,green_immature,0.9697265625
vit_base_patch16_224,ViT-Base/16,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\20260430_114008_fully_ripe_0004.jpg,fully_ripe,green_immature,0.9677734375
vit_base_patch16_224,ViT-Base/16,.\outputs\fresh_benchmark_514\06_classification\crops\pale_pink\20260430_114546_pale_pink_0002.jpg,pale_pink,green_immature,0.96435546875
vit_base_patch16_224,ViT-Base/16,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\00611_dji_fly_20260217_114201_0_f00000658_t000021.933s_fully_ripe_0012.jpg,fully_ripe,green_immature,0.96435546875
vit_base_patch16_224,ViT-Base/16,.\outputs\fresh_benchmark_514\06_classification\crops\pale_pink\00127_20260212_161655_f00001703_t000056.772s_pale_pink_0002.jpg,pale_pink,green_immature,0.95947265625
vit_base_patch16_224,ViT-Base/16,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\00587_dji_fly_20260217_114201_0_f00000392_t000013.067s_fully_ripe_0015.jpg,fully_ripe,green_immature,0.958984375
vit_base_patch16_224,ViT-Base/16,.\outputs\fresh_benchmark_514\06_classification\crops\pale_pink\00669_dji_fly_20260217_114521_0_f00000372_t000012.400s_pale_pink_0003.jpg,pale_pink,green_immature,0.9580078125
vit_base_patch16_224,ViT-Base/16,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_105552_over_ripe_0001.jpg,over_ripe,fully_ripe,0.95703125
vit_base_patch16_224,ViT-Base/16,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_111122_over_ripe_0001.jpg,over_ripe,fully_ripe,0.9560546875
vit_base_patch16_224,ViT-Base/16,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_111630_over_ripe_0001.jpg,over_ripe,fully_ripe,0.9560546875
vit_base_patch16_224,ViT-Base/16,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_110635_over_ripe_0001.jpg,over_ripe,fully_ripe,0.95361328125
vit_base_patch16_224,ViT-Base/16,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_105607_over_ripe_0001.jpg,over_ripe,fully_ripe,0.95166015625
vit_base_patch16_224,ViT-Base/16,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\20260430_110757_fully_ripe_0008.jpg,fully_ripe,green_immature,0.94775390625
vit_base_patch16_224,ViT-Base/16,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113229_over_ripe_0008.jpg,over_ripe,fully_ripe,0.94580078125
vit_base_patch16_224,ViT-Base/16,.\outputs\fresh_benchmark_514\06_classification\crops\pale_pink\20260430_113730_pale_pink_0001.jpg,pale_pink,green_immature,0.943359375
vit_base_patch16_224,ViT-Base/16,.\outputs\fresh_benchmark_514\06_classification\crops\green_immature\00019_20260212_161655_f00000327_t000010.901s_green_immature_0047.jpg,green_immature,fully_ripe,0.94140625
vit_base_patch16_224,ViT-Base/16,.\outputs\fresh_benchmark_514\06_classification\crops\green_immature\20260430_111434_green_immature_0028.jpg,green_immature,fully_ripe,0.93896484375
vit_base_patch16_224,ViT-Base/16,.\outputs\fresh_benchmark_514\06_classification\crops\pink_turns_purple\20260430_113229_pink_turns_purple_0005.jpg,pink_turns_purple,green_immature,0.935546875
vit_base_patch16_224,ViT-Base/16,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113229_over_ripe_0005.jpg,over_ripe,fully_ripe,0.9345703125
vit_base_patch16_224,ViT-Base/16,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_110647_over_ripe_0001.jpg,over_ripe,fully_ripe,0.93212890625
vit_base_patch16_224,ViT-Base/16,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113251_over_ripe_0004.jpg,over_ripe,fully_ripe,0.931640625
vit_base_patch16_224,ViT-Base/16,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113251_over_ripe_0005.jpg,over_ripe,fully_ripe,0.93017578125
vit_base_patch16_224,ViT-Base/16,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113919_over_ripe_0002.jpg,over_ripe,fully_ripe,0.927734375
vit_base_patch16_224,ViT-Base/16,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113229_over_ripe_0004.jpg,over_ripe,fully_ripe,0.92431640625
swin_tiny,Swin-T,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\00257_20260212_161655_f00003374_t000112.478s_fully_ripe_0023.jpg,fully_ripe,green_immature,0.9453125
swin_tiny,Swin-T,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\20260430_111630_fully_ripe_0018.jpg,fully_ripe,green_immature,0.94091796875
swin_tiny,Swin-T,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\20260430_114008_fully_ripe_0004.jpg,fully_ripe,green_immature,0.94091796875
swin_tiny,Swin-T,.\outputs\fresh_benchmark_514\06_classification\crops\pale_pink\00669_dji_fly_20260217_114521_0_f00000372_t000012.400s_pale_pink_0003.jpg,pale_pink,green_immature,0.9296875
swin_tiny,Swin-T,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\00587_dji_fly_20260217_114201_0_f00000392_t000013.067s_fully_ripe_0015.jpg,fully_ripe,green_immature,0.9287109375
swin_tiny,Swin-T,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\00257_20260212_161655_f00003374_t000112.478s_fully_ripe_0005.jpg,fully_ripe,green_immature,0.9267578125
swin_tiny,Swin-T,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_110635_over_ripe_0003.jpg,over_ripe,fully_ripe,0.90625
swin_tiny,Swin-T,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_105552_over_ripe_0001.jpg,over_ripe,fully_ripe,0.8994140625
swin_tiny,Swin-T,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_105607_over_ripe_0001.jpg,over_ripe,fully_ripe,0.89697265625
swin_tiny,Swin-T,.\outputs\fresh_benchmark_514\06_classification\crops\pale_pink\20260430_111630_pale_pink_0001.jpg,pale_pink,green_immature,0.896484375
swin_tiny,Swin-T,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113229_over_ripe_0007.jpg,over_ripe,fully_ripe,0.8916015625
swin_tiny,Swin-T,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113229_over_ripe_0005.jpg,over_ripe,fully_ripe,0.89013671875
swin_tiny,Swin-T,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\20260430_110757_fully_ripe_0005.jpg,fully_ripe,green_immature,0.88427734375
swin_tiny,Swin-T,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113229_over_ripe_0011.jpg,over_ripe,fully_ripe,0.8837890625
swin_tiny,Swin-T,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_110647_over_ripe_0001.jpg,over_ripe,fully_ripe,0.88232421875
swin_tiny,Swin-T,.\outputs\fresh_benchmark_514\06_classification\crops\pale_pink\20260430_111135_pale_pink_0001.jpg,pale_pink,pink_turns_purple,0.88134765625
swin_tiny,Swin-T,.\outputs\fresh_benchmark_514\06_classification\crops\pale_pink\00127_20260212_161655_f00001703_t000056.772s_pale_pink_0002.jpg,pale_pink,green_immature,0.87744140625
swin_tiny,Swin-T,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113229_over_ripe_0013.jpg,over_ripe,fully_ripe,0.87353515625
swin_tiny,Swin-T,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113919_over_ripe_0002.jpg,over_ripe,fully_ripe,0.87255859375
swin_tiny,Swin-T,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_111630_over_ripe_0001.jpg,over_ripe,fully_ripe,0.8681640625
swin_tiny,Swin-T,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\20260430_114516_fully_ripe_0007.jpg,fully_ripe,pink_turns_purple,0.8662109375
swin_tiny,Swin-T,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113251_over_ripe_0002.jpg,over_ripe,fully_ripe,0.86328125
swin_tiny,Swin-T,.\outputs\fresh_benchmark_514\06_classification\crops\pink_turns_purple\20260430_113229_pink_turns_purple_0005.jpg,pink_turns_purple,green_immature,0.86279296875
swin_tiny,Swin-T,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113229_over_ripe_0010.jpg,over_ripe,fully_ripe,0.861328125
swin_tiny,Swin-T,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113229_over_ripe_0006.jpg,over_ripe,fully_ripe,0.85986328125
deit3_small,DeiT-III-S,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\20260430_114008_fully_ripe_0004.jpg,fully_ripe,green_immature,0.9638671875
deit3_small,DeiT-III-S,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\20260430_111630_fully_ripe_0018.jpg,fully_ripe,green_immature,0.96240234375
deit3_small,DeiT-III-S,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\00257_20260212_161655_f00003374_t000112.478s_fully_ripe_0023.jpg,fully_ripe,green_immature,0.96142578125
deit3_small,DeiT-III-S,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\00587_dji_fly_20260217_114201_0_f00000392_t000013.067s_fully_ripe_0015.jpg,fully_ripe,green_immature,0.95703125
deit3_small,DeiT-III-S,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\00257_20260212_161655_f00003374_t000112.478s_fully_ripe_0005.jpg,fully_ripe,green_immature,0.955078125
deit3_small,DeiT-III-S,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\00611_dji_fly_20260217_114201_0_f00000658_t000021.933s_fully_ripe_0012.jpg,fully_ripe,green_immature,0.95458984375
deit3_small,DeiT-III-S,.\outputs\fresh_benchmark_514\06_classification\crops\pale_pink\00127_20260212_161655_f00001703_t000056.772s_pale_pink_0002.jpg,pale_pink,green_immature,0.953125
deit3_small,DeiT-III-S,.\outputs\fresh_benchmark_514\06_classification\crops\pale_pink\20260430_114546_pale_pink_0002.jpg,pale_pink,green_immature,0.953125
deit3_small,DeiT-III-S,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\20260430_110757_fully_ripe_0003.jpg,fully_ripe,green_immature,0.9521484375
deit3_small,DeiT-III-S,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\20260430_110757_fully_ripe_0008.jpg,fully_ripe,green_immature,0.94970703125
deit3_small,DeiT-III-S,.\outputs\fresh_benchmark_514\06_classification\crops\pale_pink\00669_dji_fly_20260217_114521_0_f00000372_t000012.400s_pale_pink_0003.jpg,pale_pink,green_immature,0.93994140625
deit3_small,DeiT-III-S,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_105552_over_ripe_0001.jpg,over_ripe,fully_ripe,0.93701171875
deit3_small,DeiT-III-S,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\00257_20260212_161655_f00003374_t000112.478s_fully_ripe_0014.jpg,fully_ripe,green_immature,0.9365234375
deit3_small,DeiT-III-S,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_105607_over_ripe_0001.jpg,over_ripe,fully_ripe,0.93408203125
deit3_small,DeiT-III-S,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113229_over_ripe_0007.jpg,over_ripe,fully_ripe,0.92529296875
deit3_small,DeiT-III-S,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113229_over_ripe_0001.jpg,over_ripe,fully_ripe,0.91259765625
deit3_small,DeiT-III-S,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_110647_over_ripe_0001.jpg,over_ripe,fully_ripe,0.90966796875
deit3_small,DeiT-III-S,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113919_over_ripe_0002.jpg,over_ripe,fully_ripe,0.90869140625
deit3_small,DeiT-III-S,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\00223_20260212_161655_f00002878_t000095.943s_over_ripe_0003.jpg,over_ripe,fully_ripe,0.90380859375
deit3_small,DeiT-III-S,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113229_over_ripe_0011.jpg,over_ripe,fully_ripe,0.90087890625
deit3_small,DeiT-III-S,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_111630_over_ripe_0001.jpg,over_ripe,fully_ripe,0.8984375
deit3_small,DeiT-III-S,.\outputs\fresh_benchmark_514\06_classification\crops\green_immature\20260430_111434_green_immature_0028.jpg,green_immature,fully_ripe,0.8974609375
deit3_small,DeiT-III-S,.\outputs\fresh_benchmark_514\06_classification\crops\green_immature\20260430_111434_green_immature_0030.jpg,green_immature,pale_pink,0.8974609375
deit3_small,DeiT-III-S,.\outputs\fresh_benchmark_514\06_classification\crops\pink_turns_purple\00246_20260212_161655_f00003255_t000108.511s_pink_turns_purple_0007.jpg,pink_turns_purple,fully_ripe,0.89453125
deit3_small,DeiT-III-S,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113229_over_ripe_0014.jpg,over_ripe,fully_ripe,0.8935546875
maxvit_tiny,MaxViT-T,.\outputs\fresh_benchmark_514\06_classification\crops\pale_pink\20260430_111507_pale_pink_0001.jpg,pale_pink,pink_turns_purple,0.9599609375
maxvit_tiny,MaxViT-T,.\outputs\fresh_benchmark_514\06_classification\crops\pale_pink\20260430_113229_pale_pink_0001.jpg,pale_pink,pink_turns_purple,0.9599609375
maxvit_tiny,MaxViT-T,.\outputs\fresh_benchmark_514\06_classification\crops\pale_pink\00669_dji_fly_20260217_114521_0_f00000372_t000012.400s_pale_pink_0003.jpg,pale_pink,green_immature,0.95947265625
maxvit_tiny,MaxViT-T,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\20260430_114008_fully_ripe_0004.jpg,fully_ripe,green_immature,0.95849609375
maxvit_tiny,MaxViT-T,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\20260430_111630_fully_ripe_0018.jpg,fully_ripe,green_immature,0.95849609375
maxvit_tiny,MaxViT-T,.\outputs\fresh_benchmark_514\06_classification\crops\pale_pink\20260430_113345_pale_pink_0001.jpg,pale_pink,green_immature,0.95849609375
maxvit_tiny,MaxViT-T,.\outputs\fresh_benchmark_514\06_classification\crops\pale_pink\00127_20260212_161655_f00001703_t000056.772s_pale_pink_0002.jpg,pale_pink,green_immature,0.9580078125
maxvit_tiny,MaxViT-T,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\00257_20260212_161655_f00003374_t000112.478s_fully_ripe_0023.jpg,fully_ripe,green_immature,0.9580078125
maxvit_tiny,MaxViT-T,.\outputs\fresh_benchmark_514\06_classification\crops\pale_pink\00257_20260212_161655_f00003374_t000112.478s_pale_pink_0004.jpg,pale_pink,green_immature,0.95703125
maxvit_tiny,MaxViT-T,.\outputs\fresh_benchmark_514\06_classification\crops\pale_pink\00140_20260212_161655_f00001835_t000061.173s_pale_pink_0005.jpg,pale_pink,pink_turns_purple,0.95654296875
maxvit_tiny,MaxViT-T,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\20260430_112502_fully_ripe_0044.jpg,fully_ripe,green_immature,0.953125
maxvit_tiny,MaxViT-T,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\20260430_110757_fully_ripe_0008.jpg,fully_ripe,green_immature,0.94580078125
maxvit_tiny,MaxViT-T,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_110635_over_ripe_0001.jpg,over_ripe,fully_ripe,0.94384765625
maxvit_tiny,MaxViT-T,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_110635_over_ripe_0002.jpg,over_ripe,fully_ripe,0.94287109375
maxvit_tiny,MaxViT-T,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\00257_20260212_161655_f00003374_t000112.478s_fully_ripe_0005.jpg,fully_ripe,green_immature,0.94091796875
maxvit_tiny,MaxViT-T,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113229_over_ripe_0005.jpg,over_ripe,fully_ripe,0.939453125
maxvit_tiny,MaxViT-T,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\00611_dji_fly_20260217_114201_0_f00000658_t000021.933s_fully_ripe_0012.jpg,fully_ripe,green_immature,0.939453125
maxvit_tiny,MaxViT-T,.\outputs\fresh_benchmark_514\06_classification\crops\pale_pink\00611_dji_fly_20260217_114201_0_f00000658_t000021.933s_pale_pink_0001.jpg,pale_pink,pink_turns_purple,0.939453125
maxvit_tiny,MaxViT-T,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113229_over_ripe_0008.jpg,over_ripe,fully_ripe,0.93896484375
maxvit_tiny,MaxViT-T,.\outputs\fresh_benchmark_514\06_classification\crops\green_immature\20260430_113229_green_immature_0007.jpg,green_immature,fully_ripe,0.9384765625
maxvit_tiny,MaxViT-T,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\00007_20260212_161655_f00000198_t000006.601s_fully_ripe_0015.jpg,fully_ripe,over_ripe,0.93798828125
maxvit_tiny,MaxViT-T,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113229_over_ripe_0004.jpg,over_ripe,fully_ripe,0.9375
maxvit_tiny,MaxViT-T,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_110635_over_ripe_0004.jpg,over_ripe,fully_ripe,0.9375
maxvit_tiny,MaxViT-T,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113919_over_ripe_0002.jpg,over_ripe,fully_ripe,0.9375
maxvit_tiny,MaxViT-T,.\outputs\fresh_benchmark_514\06_classification\crops\pink_turns_purple\20260430_114341_pink_turns_purple_0005.jpg,pink_turns_purple,fully_ripe,0.93701171875
dinov2_vitb14_linear,DINOv2 ViT-B/14 + Linear,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113229_over_ripe_0009.jpg,over_ripe,fully_ripe,0.97802734375
dinov2_vitb14_linear,DINOv2 ViT-B/14 + Linear,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\20260430_114008_fully_ripe_0004.jpg,fully_ripe,green_immature,0.97802734375
dinov2_vitb14_linear,DINOv2 ViT-B/14 + Linear,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\20260430_111630_fully_ripe_0018.jpg,fully_ripe,green_immature,0.9755859375
dinov2_vitb14_linear,DINOv2 ViT-B/14 + Linear,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\00223_20260212_161655_f00002878_t000095.943s_over_ripe_0019.jpg,over_ripe,green_immature,0.9716796875
dinov2_vitb14_linear,DINOv2 ViT-B/14 + Linear,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\00669_dji_fly_20260217_114521_0_f00000372_t000012.400s_over_ripe_0011.jpg,over_ripe,fully_ripe,0.9658203125
dinov2_vitb14_linear,DINOv2 ViT-B/14 + Linear,.\outputs\fresh_benchmark_514\06_classification\crops\green_immature\20260430_113107_green_immature_0016.jpg,green_immature,fully_ripe,0.9599609375
dinov2_vitb14_linear,DINOv2 ViT-B/14 + Linear,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\20260430_113919_fully_ripe_0016.jpg,fully_ripe,green_immature,0.9453125
dinov2_vitb14_linear,DINOv2 ViT-B/14 + Linear,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113251_over_ripe_0001.jpg,over_ripe,fully_ripe,0.94140625
dinov2_vitb14_linear,DINOv2 ViT-B/14 + Linear,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\00669_dji_fly_20260217_114521_0_f00000372_t000012.400s_over_ripe_0005.jpg,over_ripe,green_immature,0.94140625
dinov2_vitb14_linear,DINOv2 ViT-B/14 + Linear,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113251_over_ripe_0004.jpg,over_ripe,fully_ripe,0.9326171875
dinov2_vitb14_linear,DINOv2 ViT-B/14 + Linear,.\outputs\fresh_benchmark_514\06_classification\crops\pale_pink\20260430_111434_pale_pink_0001.jpg,pale_pink,green_immature,0.9296875
dinov2_vitb14_linear,DINOv2 ViT-B/14 + Linear,.\outputs\fresh_benchmark_514\06_classification\crops\pink_turns_purple\20260430_105507_pink_turns_purple_0001.jpg,pink_turns_purple,fully_ripe,0.927734375
dinov2_vitb14_linear,DINOv2 ViT-B/14 + Linear,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\20260430_110740_fully_ripe_0012.jpg,fully_ripe,green_immature,0.916015625
dinov2_vitb14_linear,DINOv2 ViT-B/14 + Linear,.\outputs\fresh_benchmark_514\06_classification\crops\over_ripe\20260430_113251_over_ripe_0005.jpg,over_ripe,fully_ripe,0.91455078125
dinov2_vitb14_linear,DINOv2 ViT-B/14 + Linear,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\20260430_110502_fully_ripe_0003.jpg,fully_ripe,green_immature,0.912109375
dinov2_vitb14_linear,DINOv2 ViT-B/14 + Linear,.\outputs\fresh_benchmark_514\06_classification\crops\pink_turns_purple\20260430_113229_pink_turns_purple_0005.jpg,pink_turns_purple,fully_ripe,0.90283203125
dinov2_vitb14_linear,DINOv2 ViT-B/14 + Linear,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\20260430_112502_fully_ripe_0001.jpg,fully_ripe,green_immature,0.90087890625
dinov2_vitb14_linear,DINOv2 ViT-B/14 + Linear,.\outputs\fresh_benchmark_514\06_classification\crops\pale_pink\20260430_113032_pale_pink_0002.jpg,pale_pink,green_immature,0.89501953125
dinov2_vitb14_linear,DINOv2 ViT-B/14 + Linear,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\20260430_113919_fully_ripe_0036.jpg,fully_ripe,green_immature,0.8935546875
dinov2_vitb14_linear,DINOv2 ViT-B/14 + Linear,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\20260430_105937_fully_ripe_0002.jpg,fully_ripe,green_immature,0.892578125
dinov2_vitb14_linear,DINOv2 ViT-B/14 + Linear,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\20260430_110757_fully_ripe_0008.jpg,fully_ripe,green_immature,0.89111328125
dinov2_vitb14_linear,DINOv2 ViT-B/14 + Linear,.\outputs\fresh_benchmark_514\06_classification\crops\fully_ripe\00227_20260212_161655_f00002930_t000097.676s_fully_ripe_0025.jpg,fully_ripe,green_immature,0.888671875
dinov2_vitb14_linear,DINOv2 ViT-B/14 + Linear,.\outputs\fresh_benchmark_514\06_classification\crops\pale_pink\20260430_105937_pale_pink_0002.jpg,pale_pink,green_immature,0.8876953125
dinov2_vitb14_linear,DINOv2 ViT-B/14 + Linear,.\outputs\fresh_benchmark_514\06_classification\crops\pink_turns_purple\00019_20260212_161655_f00000327_t000010.901s_pink_turns_purple_0006.jpg,pink_turns_purple,green_immature,0.8818359375
dinov2_vitb14_linear,DINOv2 ViT-B/14 + Linear,.\outputs\fresh_benchmark_514\06_classification\crops\pink_turns_purple\00227_20260212_161655_f00002930_t000097.676s_pink_turns_purple_0012.jpg,pink_turns_purple,green_immature,0.8798828125
berrymtl_unified,BerryMTL-ConvNeXtV2 (ours),.\data\combined_514\images\00257_20260212_161655_f00003374_t000112.478s.jpg,pale_pink,green_immature,0.958059310913086
berrymtl_unified,BerryMTL-ConvNeXtV2 (ours),.\data\combined_514\images\00257_20260212_161655_f00003374_t000112.478s.jpg,fully_ripe,green_immature,0.912006378173828
berrymtl_unified,BerryMTL-ConvNeXtV2 (ours),.\data\combined_514\images\20260430_110757.jpg,fully_ripe,green_immature,0.9110836386680604
berrymtl_unified,BerryMTL-ConvNeXtV2 (ours),.\data\combined_514\images\20260430_113730.jpg,fully_ripe,green_immature,0.9102428555488586
berrymtl_unified,BerryMTL-ConvNeXtV2 (ours),.\data\combined_514\images\20260430_105552.jpg,over_ripe,fully_ripe,0.8908447027206421
berrymtl_unified,BerryMTL-ConvNeXtV2 (ours),.\data\combined_514\images\20260430_110309.jpg,fully_ripe,green_immature,0.861302375793457
berrymtl_unified,BerryMTL-ConvNeXtV2 (ours),.\data\combined_514\images\20260430_113229.jpg,over_ripe,fully_ripe,0.8566290140151978
berrymtl_unified,BerryMTL-ConvNeXtV2 (ours),.\data\combined_514\images\20260430_113229.jpg,over_ripe,fully_ripe,0.8527880907058716
berrymtl_unified,BerryMTL-ConvNeXtV2 (ours),.\data\combined_514\images\20260430_113229.jpg,over_ripe,fully_ripe,0.8396086096763611
berrymtl_unified,BerryMTL-ConvNeXtV2 (ours),.\data\combined_514\images\20260430_113229.jpg,over_ripe,fully_ripe,0.8302844166755676
berrymtl_unified,BerryMTL-ConvNeXtV2 (ours),.\data\combined_514\images\20260430_110635.jpg,over_ripe,fully_ripe,0.8300825357437134
berrymtl_unified,BerryMTL-ConvNeXtV2 (ours),.\data\combined_514\images\20260430_105552.jpg,over_ripe,fully_ripe,0.8271285891532898
berrymtl_unified,BerryMTL-ConvNeXtV2 (ours),.\data\combined_514\images\20260430_105607.jpg,over_ripe,fully_ripe,0.8257508277893066
berrymtl_unified,BerryMTL-ConvNeXtV2 (ours),.\data\combined_514\images\20260430_113919.jpg,pale_pink,pink_turns_purple,0.8221186399459839
berrymtl_unified,BerryMTL-ConvNeXtV2 (ours),.\data\combined_514\images\20260430_111135.jpg,pale_pink,pink_turns_purple,0.8209852576255798
berrymtl_unified,BerryMTL-ConvNeXtV2 (ours),.\data\combined_514\images\20260430_114051.jpg,pale_pink,pink_turns_purple,0.816886842250824
berrymtl_unified,BerryMTL-ConvNeXtV2 (ours),.\data\combined_514\images\00007_20260212_161655_f00000198_t000006.601s.jpg,fully_ripe,green_immature,0.8154580593109131
berrymtl_unified,BerryMTL-ConvNeXtV2 (ours),.\data\combined_514\images\20260430_113229.jpg,green_immature,fully_ripe,0.8074184656143188
berrymtl_unified,BerryMTL-ConvNeXtV2 (ours),.\data\combined_514\images\20260430_113229.jpg,pink_turns_purple,pale_pink,0.7889227867126465
berrymtl_unified,BerryMTL-ConvNeXtV2 (ours),.\data\combined_514\images\20260430_112502.jpg,green_immature,fully_ripe,0.786234438419342
