path,y_true,y_pred,error,abs_error,display_name,method,stem
.\data\combined_514\images\20260430_115015.jpg,12.0,26.859375,14.859375,14.859375,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\20260430_115039.jpg,2.0,26.4375,24.4375,24.4375,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\20260430_115223.jpg,25.0,28.21875,3.21875,3.21875,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\20260430_115310.jpg,28.0,32.1875,4.1875,4.1875,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\20260430_115351.jpg,18.0,20.875,2.875,2.875,EfficientNet-B4 Regression,count_efficientnet_b4,
.\data\combined_514\images\00007_20260212_161655_f00000198_t000006.601s.jpg,154.0,125.3125,-28.6875,28.6875,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\00019_20260212_161655_f00000327_t000010.901s.jpg,136.0,125.375,-10.625,10.625,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\00082_20260212_161655_f00001136_t000037.870s.jpg,174.0,125.25,-48.75,48.75,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\00127_20260212_161655_f00001703_t000056.772s.jpg,155.0,125.3125,-29.6875,29.6875,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\00140_20260212_161655_f00001835_t000061.173s.jpg,196.0,125.3125,-70.6875,70.6875,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\00223_20260212_161655_f00002878_t000095.943s.jpg,143.0,125.3125,-17.6875,17.6875,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\00227_20260212_161655_f00002930_t000097.676s.jpg,171.0,125.375,-45.625,45.625,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\00246_20260212_161655_f00003255_t000108.511s.jpg,131.0,125.3125,-5.6875,5.6875,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\00257_20260212_161655_f00003374_t000112.478s.jpg,172.0,125.375,-46.625,46.625,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\00321_20260212_164110_f00000473_t000015.769s.jpg,133.0,124.625,-8.375,8.375,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\00587_dji_fly_20260217_114201_0_f00000392_t000013.067s.jpg,86.0,107.25,21.25,21.25,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\00611_dji_fly_20260217_114201_0_f00000658_t000021.933s.jpg,269.0,103.25,-165.75,165.75,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\00669_dji_fly_20260217_114521_0_f00000372_t000012.400s.jpg,269.0,112.4375,-156.5625,156.5625,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_105347.jpg,51.0,22.6875,-28.3125,28.3125,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_105507.jpg,38.0,24.4375,-13.5625,13.5625,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_105529.jpg,23.0,23.0,0.0,0.0,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_105552.jpg,102.0,25.546875,-76.453125,76.453125,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_105607.jpg,33.0,31.03125,-1.96875,1.96875,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_105707.jpg,33.0,22.859375,-10.140625,10.140625,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_105805.jpg,18.0,23.546875,5.546875,5.546875,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_105937.jpg,53.0,24.640625,-28.359375,28.359375,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_110121.jpg,29.0,24.140625,-4.859375,4.859375,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_110309.jpg,38.0,118.0625,80.0625,80.0625,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_110337.jpg,22.0,21.015625,-0.984375,0.984375,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_110428.jpg,22.0,33.21875,11.21875,11.21875,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_110502.jpg,16.0,24.9375,8.9375,8.9375,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_110635.jpg,30.0,23.96875,-6.03125,6.03125,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_110647.jpg,60.0,23.171875,-36.828125,36.828125,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_110740.jpg,30.0,21.640625,-8.359375,8.359375,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_110757.jpg,21.0,21.453125,0.453125,0.453125,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_110820.jpg,4.0,27.671875,23.671875,23.671875,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_111052.jpg,10.0,26.671875,16.671875,16.671875,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_111109.jpg,36.0,40.34375,4.34375,4.34375,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_111122.jpg,34.0,113.0,79.0,79.0,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_111129.jpg,56.0,61.0,5.0,5.0,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_111135.jpg,50.0,103.9375,53.9375,53.9375,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_111203.jpg,10.0,21.34375,11.34375,11.34375,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_111251.jpg,24.0,24.75,0.75,0.75,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_111306.jpg,53.0,23.0625,-29.9375,29.9375,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_111434.jpg,58.0,40.65625,-17.34375,17.34375,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_111507.jpg,45.0,24.59375,-20.40625,20.40625,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_111630.jpg,60.0,72.5625,12.5625,12.5625,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_111919.jpg,3.0,24.53125,21.53125,21.53125,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_111941.jpg,5.0,22.640625,17.640625,17.640625,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_111952.jpg,24.0,22.546875,-1.453125,1.453125,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_112049.jpg,23.0,22.1875,-0.8125,0.8125,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_112103.jpg,23.0,27.03125,4.03125,4.03125,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_112241.jpg,40.0,23.0,-17.0,17.0,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_112314.jpg,61.0,24.3125,-36.6875,36.6875,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_112502.jpg,142.0,37.4375,-104.5625,104.5625,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_112536.jpg,13.0,24.34375,11.34375,11.34375,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_113032.jpg,18.0,21.9375,3.9375,3.9375,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_113107.jpg,37.0,23.234375,-13.765625,13.765625,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_113229.jpg,56.0,23.734375,-32.265625,32.265625,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_113251.jpg,13.0,23.03125,10.03125,10.03125,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_113345.jpg,11.0,21.8125,10.8125,10.8125,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_113507.jpg,16.0,24.375,8.375,8.375,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_113627.jpg,44.0,55.65625,11.65625,11.65625,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_113730.jpg,51.0,25.59375,-25.40625,25.40625,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_113818.jpg,33.0,24.78125,-8.21875,8.21875,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_113824.jpg,40.0,25.65625,-14.34375,14.34375,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_113919.jpg,92.0,23.328125,-68.671875,68.671875,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_114008.jpg,34.0,21.875,-12.125,12.125,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_114051.jpg,26.0,42.96875,16.96875,16.96875,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_114124.jpg,80.0,44.03125,-35.96875,35.96875,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_114129.jpg,21.0,23.46875,2.46875,2.46875,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_114341.jpg,34.0,22.796875,-11.203125,11.203125,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_114516.jpg,29.0,22.078125,-6.921875,6.921875,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_114527.jpg,23.0,22.140625,-0.859375,0.859375,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_114546.jpg,140.0,117.4375,-22.5625,22.5625,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_114601.jpg,41.0,33.90625,-7.09375,7.09375,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_114650.jpg,19.0,25.828125,6.828125,6.828125,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_115015.jpg,12.0,21.078125,9.078125,9.078125,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_115039.jpg,2.0,22.984375,20.984375,20.984375,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_115223.jpg,25.0,33.21875,8.21875,8.21875,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_115310.jpg,28.0,30.859375,2.859375,2.859375,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\20260430_115351.jpg,18.0,107.375,89.375,89.375,ViT-B/16 Regression,count_vit_base_patch16_224,
.\data\combined_514\images\00007_20260212_161655_f00000198_t000006.601s.jpg,154.0,98.875,-55.125,55.125,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\00019_20260212_161655_f00000327_t000010.901s.jpg,136.0,99.125,-36.875,36.875,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\00082_20260212_161655_f00001136_t000037.870s.jpg,174.0,99.1875,-74.8125,74.8125,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\00127_20260212_161655_f00001703_t000056.772s.jpg,155.0,99.1875,-55.8125,55.8125,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\00140_20260212_161655_f00001835_t000061.173s.jpg,196.0,99.1875,-96.8125,96.8125,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\00223_20260212_161655_f00002878_t000095.943s.jpg,143.0,98.625,-44.375,44.375,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\00227_20260212_161655_f00002930_t000097.676s.jpg,171.0,98.8125,-72.1875,72.1875,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\00246_20260212_161655_f00003255_t000108.511s.jpg,131.0,99.1875,-31.8125,31.8125,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\00257_20260212_161655_f00003374_t000112.478s.jpg,172.0,98.875,-73.125,73.125,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\00321_20260212_164110_f00000473_t000015.769s.jpg,133.0,98.125,-34.875,34.875,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\00587_dji_fly_20260217_114201_0_f00000392_t000013.067s.jpg,86.0,42.96875,-43.03125,43.03125,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\00611_dji_fly_20260217_114201_0_f00000658_t000021.933s.jpg,269.0,76.375,-192.625,192.625,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\00669_dji_fly_20260217_114521_0_f00000372_t000012.400s.jpg,269.0,99.125,-169.875,169.875,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_105347.jpg,51.0,91.1875,40.1875,40.1875,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_105507.jpg,38.0,17.46875,-20.53125,20.53125,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_105529.jpg,23.0,25.59375,2.59375,2.59375,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_105552.jpg,102.0,62.09375,-39.90625,39.90625,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_105607.jpg,33.0,36.625,3.625,3.625,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_105707.jpg,33.0,32.1875,-0.8125,0.8125,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_105805.jpg,18.0,21.65625,3.65625,3.65625,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_105937.jpg,53.0,21.609375,-31.390625,31.390625,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_110121.jpg,29.0,52.53125,23.53125,23.53125,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_110309.jpg,38.0,27.328125,-10.671875,10.671875,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_110337.jpg,22.0,20.34375,-1.65625,1.65625,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_110428.jpg,22.0,25.421875,3.421875,3.421875,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_110502.jpg,16.0,14.5703125,-1.4296875,1.4296875,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_110635.jpg,30.0,18.578125,-11.421875,11.421875,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_110647.jpg,60.0,34.5,-25.5,25.5,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_110740.jpg,30.0,37.78125,7.78125,7.78125,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_110757.jpg,21.0,22.359375,1.359375,1.359375,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_110820.jpg,4.0,13.046875,9.046875,9.046875,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_111052.jpg,10.0,25.984375,15.984375,15.984375,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_111109.jpg,36.0,27.375,-8.625,8.625,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_111122.jpg,34.0,30.046875,-3.953125,3.953125,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_111129.jpg,56.0,38.53125,-17.46875,17.46875,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_111135.jpg,50.0,37.375,-12.625,12.625,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_111203.jpg,10.0,22.71875,12.71875,12.71875,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_111251.jpg,24.0,25.875,1.875,1.875,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_111306.jpg,53.0,42.9375,-10.0625,10.0625,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_111434.jpg,58.0,58.75,0.75,0.75,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_111507.jpg,45.0,29.453125,-15.546875,15.546875,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_111630.jpg,60.0,71.75,11.75,11.75,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_111919.jpg,3.0,17.875,14.875,14.875,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_111941.jpg,5.0,20.375,15.375,15.375,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_111952.jpg,24.0,27.390625,3.390625,3.390625,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_112049.jpg,23.0,49.8125,26.8125,26.8125,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_112103.jpg,23.0,43.40625,20.40625,20.40625,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_112241.jpg,40.0,42.25,2.25,2.25,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_112314.jpg,61.0,60.09375,-0.90625,0.90625,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_112502.jpg,142.0,88.5625,-53.4375,53.4375,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_112536.jpg,13.0,19.078125,6.078125,6.078125,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_113032.jpg,18.0,16.484375,-1.515625,1.515625,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_113107.jpg,37.0,55.9375,18.9375,18.9375,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_113229.jpg,56.0,29.71875,-26.28125,26.28125,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_113251.jpg,13.0,15.0,2.0,2.0,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_113345.jpg,11.0,29.453125,18.453125,18.453125,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_113507.jpg,16.0,14.203125,-1.796875,1.796875,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_113627.jpg,44.0,31.046875,-12.953125,12.953125,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_113730.jpg,51.0,33.84375,-17.15625,17.15625,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_113818.jpg,33.0,38.21875,5.21875,5.21875,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_113824.jpg,40.0,46.625,6.625,6.625,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_113919.jpg,92.0,54.1875,-37.8125,37.8125,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_114008.jpg,34.0,26.53125,-7.46875,7.46875,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_114051.jpg,26.0,35.21875,9.21875,9.21875,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_114124.jpg,80.0,29.921875,-50.078125,50.078125,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_114129.jpg,21.0,31.25,10.25,10.25,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_114341.jpg,34.0,28.5,-5.5,5.5,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_114516.jpg,29.0,21.0625,-7.9375,7.9375,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_114527.jpg,23.0,25.234375,2.234375,2.234375,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_114546.jpg,140.0,94.875,-45.125,45.125,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_114601.jpg,41.0,38.125,-2.875,2.875,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_114650.jpg,19.0,70.125,51.125,51.125,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_115015.jpg,12.0,15.234375,3.234375,3.234375,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_115039.jpg,2.0,19.453125,17.453125,17.453125,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_115223.jpg,25.0,28.78125,3.78125,3.78125,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_115310.jpg,28.0,28.453125,0.453125,0.453125,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\20260430_115351.jpg,18.0,19.4375,1.4375,1.4375,Swin-T Regression,count_swin_tiny,
.\data\combined_514\images\00007_20260212_161655_f00000198_t000006.601s.jpg,154.0,34.84375,-119.15625,119.15625,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\00019_20260212_161655_f00000327_t000010.901s.jpg,136.0,39.0625,-96.9375,96.9375,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\00082_20260212_161655_f00001136_t000037.870s.jpg,174.0,39.28125,-134.71875,134.71875,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\00127_20260212_161655_f00001703_t000056.772s.jpg,155.0,38.65625,-116.34375,116.34375,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\00140_20260212_161655_f00001835_t000061.173s.jpg,196.0,38.15625,-157.84375,157.84375,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\00223_20260212_161655_f00002878_t000095.943s.jpg,143.0,39.625,-103.375,103.375,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\00227_20260212_161655_f00002930_t000097.676s.jpg,171.0,39.53125,-131.46875,131.46875,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\00246_20260212_161655_f00003255_t000108.511s.jpg,131.0,39.5,-91.5,91.5,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\00257_20260212_161655_f00003374_t000112.478s.jpg,172.0,39.0625,-132.9375,132.9375,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\00321_20260212_164110_f00000473_t000015.769s.jpg,133.0,38.0,-95.0,95.0,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\00587_dji_fly_20260217_114201_0_f00000392_t000013.067s.jpg,86.0,38.15625,-47.84375,47.84375,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\00611_dji_fly_20260217_114201_0_f00000658_t000021.933s.jpg,269.0,38.84375,-230.15625,230.15625,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\00669_dji_fly_20260217_114521_0_f00000372_t000012.400s.jpg,269.0,35.5,-233.5,233.5,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_105347.jpg,51.0,30.203125,-20.796875,20.796875,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_105507.jpg,38.0,35.875,-2.125,2.125,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_105529.jpg,23.0,27.921875,4.921875,4.921875,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_105552.jpg,102.0,36.125,-65.875,65.875,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_105607.jpg,33.0,36.59375,3.59375,3.59375,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_105707.jpg,33.0,21.84375,-11.15625,11.15625,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_105805.jpg,18.0,21.484375,3.484375,3.484375,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_105937.jpg,53.0,34.46875,-18.53125,18.53125,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_110121.jpg,29.0,24.5,-4.5,4.5,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_110309.jpg,38.0,38.1875,0.1875,0.1875,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_110337.jpg,22.0,23.28125,1.28125,1.28125,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_110428.jpg,22.0,29.046875,7.046875,7.046875,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_110502.jpg,16.0,32.9375,16.9375,16.9375,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_110635.jpg,30.0,22.59375,-7.40625,7.40625,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_110647.jpg,60.0,34.1875,-25.8125,25.8125,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_110740.jpg,30.0,38.625,8.625,8.625,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_110757.jpg,21.0,21.96875,0.96875,0.96875,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_110820.jpg,4.0,20.78125,16.78125,16.78125,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_111052.jpg,10.0,31.6875,21.6875,21.6875,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_111109.jpg,36.0,34.53125,-1.46875,1.46875,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_111122.jpg,34.0,29.953125,-4.046875,4.046875,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_111129.jpg,56.0,38.0625,-17.9375,17.9375,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_111135.jpg,50.0,36.625,-13.375,13.375,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_111203.jpg,10.0,20.921875,10.921875,10.921875,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_111251.jpg,24.0,28.46875,4.46875,4.46875,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_111306.jpg,53.0,27.625,-25.375,25.375,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_111434.jpg,58.0,38.125,-19.875,19.875,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_111507.jpg,45.0,36.3125,-8.6875,8.6875,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_111630.jpg,60.0,38.84375,-21.15625,21.15625,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_111919.jpg,3.0,21.78125,18.78125,18.78125,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_111941.jpg,5.0,23.109375,18.109375,18.109375,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_111952.jpg,24.0,23.0,-1.0,1.0,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_112049.jpg,23.0,33.1875,10.1875,10.1875,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_112103.jpg,23.0,24.890625,1.890625,1.890625,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_112241.jpg,40.0,22.859375,-17.140625,17.140625,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_112314.jpg,61.0,23.671875,-37.328125,37.328125,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_112502.jpg,142.0,37.1875,-104.8125,104.8125,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_112536.jpg,13.0,25.0,12.0,12.0,DeiT-III-S Regression,count_deit3_small,
.\data\combined_514\images\20260430_113032.jpg,18.0,21.421875,3.421875,3.421875,DeiT-III-S Regression,count_deit3_small,
